3.65357e-05, -0.000460206, 9.08053e-06,-2.51679e-06,0.0871897 , 0.996192
6.86335e-06, -0.008872, 4.76683e-05,3.59971e-05,0.173804 , 0.98478
0.00975552, -0.0532713, 0.000182606,0.000105099,0.260811 , 0.96539
0.0296712, -0.0935337, 0.000264127,0.000127054,0.345954 , 0.938251
0.0584544, -0.124268, 0.000281877,0.000145186,0.426551 , 0.904464
0.0868264, -0.144794, 0.000261286,0.00019091,0.504754 , 0.863263
0.113778, -0.160201, 0.000233611,0.000228933,0.57889 , 0.815406
0.134765, -0.167911, 0.000244962,9.80057e-05,0.648356 , 0.761337
0.155285, -0.169205, 0.000132527,0.000106527,0.713409 , 0.700748
0.125901, 0.631749, -7.04985e-07,-1.18534e-06,0.721818 , 0.692083
0.0921429, 1.43404, -6.12798e-08,6.49182e-08,0.721817 , 0.692084
0.0583877, 2.23635, 8.66628e-07,-9.98002e-08,0.721816 , 0.692085
0.0246353, 3.03865, -1.11882e-07,4.48403e-08,0.721815 , 0.692086
-0.00911253, 3.84097, 6.70254e-08,-6.37692e-08,0.721813 , 0.692088
-0.0428592, 4.64327, -1.48943e-07,1.94432e-07,0.721813 , 0.692089
-0.0766053, 5.44558, 7.89394e-09,-4.53476e-08,0.721811 , 0.69209
-0.11035, 6.24788, 1.52117e-07,6.24886e-08,0.721811 , 0.69209
-0.144088, 7.05019, 3.63635e-09,-5.40795e-08,0.72181 , 0.692091
-0.177816, 7.85167, -6.86554e-05,-6.62309e-05,0.721851 , 0.692048
-0.177816, 7.93387, 0.000182376,0.000256016,0.65818 , 0.75286
-0.177816, 7.96727, 0.000144107,0.000321344,0.589091 , 0.808067
-0.177816, 7.99286, 0.00013178,0.000341634,0.516315 , 0.856399
-0.177816, 8.01958, 0.000143056,0.000317028,0.43924 , 0.89837
-0.177816, 8.03901, 9.95161e-05,0.000204046,0.358529 , 0.933519
-0.177816, 8.02898, 0.000105574,3.30996e-05,0.274031 , 0.961721
-0.177816, 7.9845, -0.000236719,-0.000225753,0.188271 , 0.982117
