0.303177, -0.05943, -7.64126e-05,4.53511e-05,-0.0882113 , 0.996102
0.525797, -0.0927217, 0.000749352,-0.000130424,-0.175602 , 0.984461
0.746261, -0.148239, 0.000325802,0.000148363,-0.262904 , 0.964822
1.12695, -0.396393, 0.000768907,-0.000309499,-0.34628 , 0.938131
1.26738, -0.534803, 0.000719202,-0.000339664,-0.428681 , 0.903455
1.42131, -0.68931, 0.000410478,0.000178134,-0.505809 , 0.862645
1.56797, -0.956112, 0.000633047,0.000215652,-0.428437 , 0.903571
1.81561, -1.17094, 3.50911e-05,0.000302243,-0.347709 , 0.937603
2.01328, -1.26907, -0.000130692,0.000165634,-0.263931 , 0.964542
2.20109, -1.39692, 0.00023483,8.87382e-05,-0.177609 , 0.984101
2.48077, -1.47239, 1.56239e-05,0.000236069,-0.088759 , 0.996053
3.27646, -1.58751, 1.28164e-05,0.000259724,-0.0625743 , 0.99804
4.07481, -1.688, 1.18306e-05,0.000244597,-0.0625697 , 0.998041
4.87316, -1.7885, 7.42195e-06,0.000239039,-0.0625678 , 0.998041
5.67143, -1.88898, -1.21663e-06,-6.68913e-07,-0.0625775 , 0.99804
6.46981, -1.98949, -2.60719e-07,7.62456e-07,-0.0625792 , 0.99804
7.26816, -2.09001, 3.34255e-06,-1.23625e-06,-0.06258 , 0.99804
8.06655, -2.19052, -1.19362e-06,-6.05714e-07,-0.0625809 , 0.99804
8.86488, -2.29104, -5.23603e-06,4.33382e-08,-0.0625799 , 0.99804
9.66448, -2.38819, -1.89155e-05,-8.00114e-05,-0.0602639 , 0.998182
10.463, -2.44603, -2.24398e-05,-5.09548e-06,-0.0214716 , 0.999769
11.2669, -2.48058, -6.19745e-06,-1.02413e-06,-0.0214702 , 0.999769
12.0708, -2.51513, -2.70947e-07,5.76419e-07,-0.0214705 , 0.999769
12.8747, -2.54967, -1.84276e-07,-6.49128e-07,-0.0214705 , 0.999769
13.3366, -2.5297, -0.000762737,-4.82014e-05,0.0675264 , 0.997717
14.1315, -2.39917, -4.45539e-06,1.96998e-06,0.0783073 , 0.996929
