0.000159115, 0.000174776, 0,0,-0.0947376 , 0.995502
-0.0149724, -0.0378611, 0,0,-0.189217 , 0.981935
-0.0357424, -0.0781943, 0,0,-0.278116 , 0.960547
-0.0605877, -0.114439, 0,0,-0.361937 , 0.932203
-0.0923265, -0.150017, 0,0,-0.460934 , 0.887434
-0.130294, -0.172562, 0,0,-0.538644 , 0.842534
-0.174985, -0.188521, 0,0,-0.617657 , 0.786448
-0.21811, -0.19496, 0,0,-0.690959 , 0.722894
-0.233871, -1.01245, 0,0,-0.709523 , 0.704682
-0.239413, -1.8177, 0,0,-0.709523 , 0.704682
-0.244933, -2.62295, 0,0,-0.709524 , 0.704682
-0.241197, -3.49567, 0,0,-0.638575 , 0.769559
-0.119979, -3.97824, 0,0,-0.552142 , 0.83375
0.182856, -4.53302, 0,0,-0.463371 , 0.886164
0.428892, -4.78999, 0,0,-0.375749 , 0.926721
0.607621, -4.96582, 0,0,-0.278183 , 0.960528
0.796061, -5.10397, 0,0,-0.191548 , 0.981483
1.17195, -5.20344, 0,0,-0.0879403 , 0.996126
1.97649, -5.24359, 0,0,-0.0184531 , 0.99983
2.79583, -5.27385, 0,0,-0.0184537 , 0.99983
3.65907, -5.30573, 0,0,-0.018459 , 0.99983
4.46378, -5.33546, 0,0,-0.0184611 , 0.99983
5.2685, -5.36519, 0,0,-0.0184655 , 0.999829
6.07326, -5.39496, 0,0,-0.0183934 , 0.999831
6.87798, -5.42458, 0,0,-0.0183942 , 0.999831
7.6827, -5.45421, 0,0,-0.0183933 , 0.999831
8.48741, -5.48382, 0,0,-0.0183913 , 0.999831
9.29211, -5.51344, 0,0,-0.0183916 , 0.999831
10.0968, -5.54306, 0,0,-0.0183888 , 0.999831
10.9015, -5.57267, 0,0,-0.0183869 , 0.999831
11.3898, -5.53078, 0,0,0.0911353 , 0.995839
11.6656, -5.4205, 0,0,0.191578 , 0.981477
11.8473, -5.29349, 0,0,0.27986 , 0.960041
12.3511, -4.88182, 0,0,0.367821 , 0.929897
12.5744, -4.67265, 0,0,0.465134 , 0.88524
12.7222, -4.50498, 0,0,0.54295 , 0.839765
12.9692, -3.92702, 0,0,0.627324 , 0.778758
13.0539, -3.46643, 0,0,0.703446 , 0.710749
13.0802, -3.24661, 0,0,0.763334 , 0.646004
13.0021, -2.94037, 0,0,0.816916 , 0.576757
12.9265, -2.72861, 0,0,0.865273 , 0.5013
12.6234, -2.28372, 0,0,0.905992 , 0.423295
12.4998, -2.09951, 0,0,0.939974 , 0.341246
12.3463, -1.93666, 0,0,0.967035 , 0.254642
12.0746, -1.79257, 0,0,0.988426 , 0.151707
11.8713, -1.70151, 0,0,0.998032 , 0.0627044
11.6527, -1.65569, 0,0,-0.99978 , 0.0209583
10.8485, -1.69261, 0,0,-0.999728 , 0.0233157
10.0441, -1.73015, 0,0,-0.999728 , 0.0233111
9.21647, -1.74847, 0,0,-0.999988 , 0.00489041
8.3674, -1.75677, 0,0,-0.999988 , 0.00488448
7.56223, -1.76464, 0,0,-0.999988 , 0.00488207
6.75709, -1.77249, 0,0,-0.999988 , 0.00487644
5.95191, -1.78034, 0,0,-0.999988 , 0.00484895
5.1466, -1.78814, 0,0,-0.999988 , 0.00484729
